-1,1.581,1.4523,0.78583,0.12993,-0.27259,-0.010079,-0.097438,-0.78694,-0.81491,-0.23029,0.41006,0.91265,1.4128,2.0856,2.2296,-0.22135,0.0053487,-1.2886,-1.0406,-1.0067,-0.93286,-0.47954,0.15154,0.53014,0.36246,0.23869,0.33937,-1.3226,-1.4837,-0.72459,-0.10108,0.42463,1.1763,1.4505,2.4285,-0.64464,-0.013788,-0.33248,1.326,0.96547,0.53232,0.29004,0.54096,0.55216,0.12891,0.092177,0.44215,0.20891,-0.18772,-0.35167,-0.55212,-1.0168,-1.1406,-0.55587,0.50397,0.28214,-0.12747,-0.67246,-1.4112,-2.1994,-0.82966,-1.2268,-0.82003,-0.72856,-0.089931,0.38513,-0.085961,0.20385,0.30231,-0.35346,-0.6345,-1.1163,-1.0563,-0.52298,-0.70622,-0.57333,0.18958,0.2872,1.6423,1.2772,0.70372,0.30379,1.0899,0.47207,-0.073223,-0.18589,-0.10166,0.17876,0.81432,1.1741,1.7977,2.1117,-2.1489,-2.9728,-1.7388,-0.92049
-1,2.9843,2.4413,1.4786,0.68206,-0.021119,-0.4291,-0.42683,-0.68536,-0.87937,-0.29155,0.4571,1.1434,1.8795,2.6106,2.6253,0.65439,-0.75684,-0.97567,-0.38646,-0.303,0.18355,0.7787,1.2208,0.61939,-0.16672,-0.026293,0.53101,-0.035057,-0.36407,0.076021,0.10419,-0.31555,0.085797,0.80399,0.82801,0.26869,0.37054,0.55552,1.4346,1.3724,1.0338,1.0365,0.9408,0.77922,0.63262,0.49601,0.23177,-0.11977,-0.44847,-0.64368,-0.68254,-0.67826,-0.58643,-0.27785,-0.14227,-0.29212,-0.48575,-0.70758,-1.2058,-1.6503,-0.19949,0.95936,0.75012,0.71301,0.35146,0.25898,-0.28913,-0.25495,-0.40337,-0.030712,-2.5313,-1.5468,-1.4875,-1.4904,-1.459,-1.6995,-1.2637,-0.71857,-0.10763,-0.028334,-0.47435,-0.64069,-0.79303,-0.78879,-0.29247,0.17985,0.13375,0.61839,-0.073893,-0.12657,-0.22805,-0.15812,0.4924,-2.48,-1.5107,-0.73712
-1,0.45835,-0.1589,-0.66407,-0.70824,-0.66968,-0.36517,-0.23188,0.19013,0.83647,1.6588,0.68473,-0.51781,-1.6513,-1.1212,-0.46166,-0.039508,0.53682,1.2078,2.2458,2.5075,1.125,-1.2217,-2.2494,-1.5863,-1.1087,-0.84579,-0.3866,0.066312,0.47707,0.55544,0.42546,0.60374,0.49447,0.1939,0.44733,0.38603,0.56875,0.55774,-0.96533,-1.3501,0.53254,0.93675,0.62119,0.81279,0.97585,0.82727,0.42515,0.08554,0.018455,-0.15898,-0.33748,-0.30726,-0.38066,-0.51046,-0.75205,-1.0745,-1.0676,-1.1841,-1.2152,-1.3887,-1.7212,-0.74815,-1.086,-0.47202,-0.07855,-0.17812,-0.41157,-0.14777,0.20939,0.14905,0.77088,0.92321,1.3521,1.9134,-1.8175,-1.1026,-0.83645,-1.0219,-0.56687,-0.00046469,0.63752,0.34894,-0.49734,2.5925,2.2781,2.1344,1.8246,0.94389,0.361,-0.20617,-0.55188,-0.2828,0.03212,-0.88101,-0.50545,-0.14023
-1,0.68959,-0.052497,-0.79952,-1.3105,-1.2655,-1.0758,-1.0414,-0.38535,0.31721,1.0006,1.668,2.2379,2.3623,0.28357,-1.0476,-2.4075,-1.657,-0.80343,-0.29196,0.41302,1.124,1.543,0.78389,0.78046,0.9766,0.58695,0.46293,0.53075,0.082066,0.059151,0.17641,0.61089,0.099453,0.81254,1.3229,1.7013,0.10125,0.85921,1.7152,0.3986,1.5009,1.0952,0.67495,0.68147,0.59955,-0.025274,-0.41059,0.62454,0.89852,0.31656,-0.08649,-0.18515,-0.67065,-1.3687,-1.713,-1.0392,-1.3079,-1.569,0.14436,0.41754,0.019503,0.034528,0.29239,0.12172,-0.12023,-0.11853,0.17528,0.51436,0.12656,-0.29797,-0.75027,-0.27826,-0.38393,-0.92122,-0.91848,-1.1379,-1.6537,-1.7233,-1.0802,-0.3841,0.30785,-0.31771,-0.070398,0.195,0.19411,0.1977,0.36655,0.92906,1.8776,1.9261,-1.3593,-1.4328,-1.1971,-1.8504,-1.0668,-0.35507
-1,1.6355,0.97837,0.23994,-0.26989,-0.27907,-0.028131,-0.49811,-0.30223,0.23024,0.94538,1.6227,2.247,3.0164,2.0989,-2.1856,-1.2472,-0.65151,-0.063198,0.49105,0.63746,0.27732,-0.35153,-0.53048,-0.040729,-1.6386,-0.97824,-0.33516,-0.15731,0.44956,0.57668,1.3852,0.8542,-1.0733,-1.1573,-0.42815,0.36782,0.5421,0.053046,0.25481,0.55758,0.32201,0.12627,-0.085303,-0.38192,-0.71354,-1.4443,-1.8075,-1.1512,-0.46584,-0.46865,-0.90294,-0.72568,-1.3187,-1.746,-1.0457,-1.0933,-0.69796,-1.3748,-1.5879,-0.76587,-0.48226,-0.39191,-0.5432,0.75347,1.0392,1.1432,0.85517,0.18168,0.69985,1.51,1.1625,0.80957,1.2993,1.0963,1.2543,0.69749,-0.026164,0.12299,-0.15216,-1.2222,-0.60316,-0.13937,-0.60907,-1.2722,-0.8519,-0.31209,-1.0506,-0.3923,-0.38596,-0.21966,0.3285,0.48092,1.2723,0.6595,1.4008,1.9709
-1,1.4949,1.7967,1.4403,0.70938,0.028671,-0.34947,-0.91625,-0.90168,-1.0686,-1.5112,-0.81138,-0.07626,0.59269,1.3676,2.1129,2.171,1.2696,-0.027972,0.4771,0.49695,0.88011,1.6249,0.85624,-0.22567,-0.17123,0.5987,0.63039,0.0070609,-0.174,0.034272,-0.16152,0.39931,1.1112,0.8887,-0.56157,-1.1362,-0.62133,0.067838,-0.14418,0.15855,0.58675,-0.25187,-0.80588,-0.1252,0.00053831,-0.28112,0.030369,-0.64432,0.20987,0.56893,0.88104,0.94353,1.187,0.88007,0.34415,-0.05478,-0.3161,-0.62208,-0.92522,-0.88602,-0.019507,0.34807,0.30493,0.24049,0.19045,-0.16022,-0.86263,-0.80208,-0.045045,-0.79268,-1.3323,-1.7625,2.767,2.166,1.41,0.72359,-0.019609,-0.4428,-0.51431,-0.6486,-0.80447,-0.095282,-0.31659,0.22634,0.29289,0.097258,0.091796,-0.43093,-1.0892,-1.0296,-1.1875,-2.177,-3.1464,-2.4121,-1.3791,-0.46457
-1,0.24324,-0.48111,-1.1625,-2.0089,-2.0271,-2.4097,-1.7428,-1.0402,-0.34968,0.34677,1.1194,1.8105,2.045,1.6932,0.75775,0.22077,0.552,0.93373,0.97335,1.4781,1.9932,-0.29414,-2.553,-1.6563,-1.3399,-0.96442,-0.59759,-0.39801,-0.55798,-0.6243,-0.61109,-0.36764,0.82591,1.1685,0.93288,0.70535,0.34002,0.26213,0.1808,-0.22801,-0.48835,-0.65067,-1.103,-1.4944,-1.8435,-1.8589,-0.32468,0.01142,0.2124,0.38512,-0.0019845,-0.23716,0.67788,0.048915,0.05192,0.56449,-0.22002,-0.87669,-0.40318,-0.14136,-0.4423,-0.098349,1.8505,1.1037,0.64079,0.64038,0.049938,-0.14705,-0.2605,0.47052,0.37298,0.30778,-0.18735,-0.099345,-0.20988,0.40734,-0.56417,-0.55662,-0.49472,0.12073,0.58297,0.55515,0.010579,0.30543,1.4672,0.62808,1.9533,2.4926,1.3894,0.53712,-0.14357,-0.36117,-0.24217,-0.5839,-0.65185,-0.3202
-1,1.552,0.72233,-0.011339,-0.71156,-1.2439,-0.75738,-1.193,-1.2127,-0.51123,0.15745,0.8133,1.5314,2.1827,2.1643,0.70179,0.65659,0.90599,0.49672,-0.88946,-1.1169,-0.35258,0.2383,0.78959,0.49643,0.20828,-0.74794,-0.62181,-0.45235,0.023125,0.45584,0.28831,-0.077771,0.40552,1.0576,1.2055,1.2012,1.4519,1.5591,1.7848,0.98313,0.27303,0.025159,0.93919,1.4726,1.1247,0.52164,-0.13641,-0.52835,-0.72738,-0.96502,-0.54045,-0.016152,-0.61186,-1.2757,-1.4379,-0.58573,0.50767,-0.11084,0.47825,0.16836,0.26665,-0.35672,-0.47364,-0.36412,-0.47922,-0.21187,-0.81614,-0.72264,-1.2563,0.58737,0.13996,0.12708,-0.4379,-0.46431,-0.67931,-1.1105,0.061912,2.9656,1.7964,0.97251,0.26709,-0.36651,-0.68032,-0.92805,-1.2194,-0.60799,-0.22202,0.16146,0.40906,0.99276,-1.3505,-1.4848,-1.6561,-2.8969,-1.7332,-0.93758
-1,0.89198,0.88443,0.55417,0.48974,0.41741,0.62123,-0.1154,-0.14614,-0.82351,-0.27028,0.10304,0.72473,1.5333,2.4848,0.52826,0.62884,0.23374,0.44791,0.96744,1.0539,-0.70063,0.43711,0.47762,1.6171,1.2785,1.0189,1.0513,0.78104,0.40627,0.07546,-0.30518,-0.5644,-0.94606,-1.3364,-1.5544,-1.8981,-1.4885,-0.75495,-0.98247,-0.67367,-0.080513,0.047469,0.38017,0.32659,0.043463,-0.19692,-0.10284,0.29758,0.5662,0.41866,1.0479,0.16595,-0.72325,-0.55153,-0.49805,-0.14039,-0.54075,0.10845,0.74739,0.90706,0.066307,-0.010431,-0.63353,-1.5325,-1.6129,-1.0701,-0.69835,-0.76744,-1.0223,-1.1138,-1.4338,-1.9203,-1.9022,-2.2632,-0.064862,2.9926,2.0291,1.0638,0.63207,-0.027681,-0.010709,-0.58326,-0.56003,-0.57445,0.037516,0.68122,1.2621,2.3796,0.65106,0.44331,-0.016457,-0.23322,-0.13741,-0.46048,-1.0675,-1.8926
-1,1.4861,0.62651,-0.15198,-0.91356,-1.6799,-2.2304,-2.3557,-2.8659,-1.7586,-0.8995,-0.13825,0.41099,1.0456,1.7758,0.84664,-0.6809,0.011111,0.43144,0.38245,0.49387,0.57062,-0.19382,0.49467,0.87671,0.31611,0.54112,0.62839,0.62376,0.79613,0.53268,0.50689,0.63328,1.5126,1.3597,0.97841,1.1292,0.64588,0.20116,0.18677,-0.66579,-0.035086,0.50905,1.4091,0.49374,0.37406,0.93849,0.69163,0.48208,0.37665,-0.16296,-0.55894,-0.26535,0.14509,0.036643,-0.14792,-0.37264,-0.76525,-1.0958,-1.3931,-1.3837,-1.0953,-0.70113,0.64989,1.0898,0.87794,1.1941,-1.7204,-2.0418,-1.7434,-1.1583,-1.0596,-0.26744,-0.25293,-0.18016,-0.13676,-0.58788,-0.62545,-0.058103,-0.39665,-0.31491,-0.4579,-0.27233,0.32633,0.13484,0.71845,2.4364,2.0943,1.6172,1.0343,0.3151,-0.33775,-0.72468,-0.49821,-1.1725,-1.025,-0.44628
