1,-0.0099737,0.16534,0.53463,1.041,1.6002,2.0231,2.2347,2.2975,2.0439,1.493,0.66828,-0.079947,-0.20435,0.64104,1.905,2.5432,2.3249,1.9179,1.5877,0.50677,-1.0069,-1.5397,-1.0498,-0.58773,-0.1961,0.65434,0.98596,-0.43147,-2.0209,-1.9618,-1.1898,-1.0107,-0.55297,1.0853,2.6842,2.7472,1.5126,0.4528,0.1595,0.26615,-0.11288,-0.65339,-0.60882,-0.64738,-1.6217,-2.6594,-1.9302,-0.48976,-0.71722,-1.8163,-1.8759,-1.0338,-0.51505,-0.22264,0.85274,2.1263,2.215,1.6506,0.75351,-0.4383,-1.3089,-1.5077,-0.77221,-0.38467,-0.51219,-0.5678,-0.36587,-0.36658,-0.63134,-0.63422,-0.54106,-0.40166,-0.42195,-0.32196,-0.20884,-0.23789,-0.18691,-0.12259,-0.11622,-0.11896,-0.099699,-0.063461,-0.041656,-0.053208,-0.13559,-0.27251,-0.25395,-0.19567,-0.26572,-0.28941,-0.18632,-0.063395,-0.10677,-0.181,-0.10271,-0.029592,0.015733,0.20568,0.32749,0.23334,0.028562,-0.059797,-0.11126,-0.31348,-0.43325,-0.34683,-0.16349,-0.11037,-0.10124,-0.12109,-0.23736,-0.26753,-0.27933,-0.3713,-0.41265,-0.37204,-0.32544,-0.3384,-0.30258,-0.15402,-0.10661,-0.081154,0.026751,0.087363,0.057072,-0.0061832,-0.042252,-0.050815,-0.086197,-0.10023,-0.10656
1,0.21687,0.65865,1.158,1.5476,1.8444,2.0679,1.89,1.4729,0.81916,0.10989,-0.27578,0.14798,1.2471,2.2794,2.5191,2.2279,1.8797,1.2207,-0.082304,-1.2706,-1.3258,-0.79715,-0.65056,-0.4145,0.53036,1.0769,-0.010794,-1.6425,-1.844,-1.201,-0.90211,-0.59807,0.8139,2.6067,3.0312,1.9735,0.67022,0.14272,0.4097,0.46336,-0.1517,-0.61376,-0.53651,-0.97785,-2.4769,-3.138,-1.7209,-0.45716,-0.99847,-1.9225,-1.4424,-0.77677,-0.75148,-0.34014,0.66644,2.3215,2.3639,1.6585,0.72887,-0.26592,-0.80916,-1.4225,-1.1226,-0.43367,-0.18236,-0.28838,-0.38228,-0.2976,-0.27029,-0.52094,-0.63734,-0.54425,-0.40114,-0.37966,-0.35002,-0.20977,-0.20027,-0.21344,-0.13906,-0.15019,-0.17275,-0.17532,-0.1369,-0.092414,-0.09878,-0.066194,-0.11172,-0.17526,-0.15688,-0.13177,-0.13721,-0.14852,-0.072878,-0.017066,-0.054761,-0.11967,-0.097273,-0.019721,0.028799,0.12495,0.32134,0.43571,0.44818,0.27689,0.10495,-0.0039657,-0.21262,-0.42455,-0.51235,-0.38927,-0.27641,-0.30963,-0.34341,-0.25051,-0.17275,-0.203,-0.2654,-0.24066,-0.19289,-0.26256,-0.36801,-0.31792,-0.2111,-0.21144,-0.21423,-0.11885,-0.050899,-0.087328,-0.13048,-0.10869,-0.10134
1,0.69512,1.6512,2.3261,2.5577,2.183,1.5852,0.13721,0.052552,0.92968,1.7928,2.444,2.487,2.6097,1.7242,0.29438,-0.63766,-0.83411,0.0518,0.88849,1.8224,2.3518,2.1407,1.2029,-0.020243,-0.5857,-0.69144,-0.21851,0.4291,1.489,2.3671,2.2125,1.3168,0.20551,-0.17163,-0.0038328,0.42082,0.75673,0.72347,0.6868,0.52708,0.056639,-0.4085,-0.34789,0.18752,0.3309,-0.069259,-0.3448,-0.38573,-0.32442,0.12363,0.87427,1.2185,1.2267,1.1383,0.77567,-0.25074,-1.2808,-1.2483,-0.66891,-0.39003,-0.35652,-0.14531,0.029721,-0.009799,-0.24465,-0.38193,-0.41182,-0.40159,-0.35121,-0.42408,-0.52391,-0.52968,-0.50501,-0.55901,-0.64806,-0.60224,-0.48584,-0.41154,-0.39288,-0.36797,-0.36942,-0.4723,-0.5457,-0.558,-0.65394,-0.82001,-0.83644,-0.71447,-0.69046,-0.7146,-0.66798,-0.49182,-0.43146,-0.44393,-0.20143,0.096404,0.35699,0.33729,0.18638,0.14114,-0.049641,-0.33035,-0.61368,-0.6982,-0.58394,-0.47405,-0.41119,-0.55581,-0.76679,-0.81863,-0.64882,-0.81349,-1.3862,-1.4801,-1.2377,-1.5015,-2.0354,-1.9342,-1.3305,-1.1322,-1.265,-0.89138,-0.51747,-0.54518,-0.63626,-0.56146,-0.39369,-0.35035,-0.34292,-0.2955,-0.29368
1,0.026585,0.99935,2.2759,3.4707,4.114,4.0706,3.3029,1.9519,0.72224,0.21911,0.71376,1.9198,2.3338,2.018,1.6267,0.9347,-0.14008,-1.2393,-1.1339,-0.34755,0.19001,0.64057,0.95326,0.56881,-0.79578,-1.5519,-1.4556,-0.96347,-0.61146,0.047454,1.389,1.9842,1.5789,0.56402,-0.033723,-0.05393,0.2904,0.51184,0.31961,0.27861,0.15334,-0.4187,-1.0989,-1.214,-0.28286,0.25976,-0.028793,-0.49521,-0.65317,-0.35839,-0.00049748,0.10125,0.16296,0.74118,1.1673,0.75527,-0.31206,-0.81916,-0.44914,-0.40847,-0.56386,-0.44687,-0.41024,-0.53824,-0.65935,-0.64375,-0.69819,-0.83501,-0.7383,-0.73426,-0.96752,-0.99795,-0.71331,-0.58893,-0.72471,-0.74313,-0.55101,-0.40681,-0.48166,-0.52948,-0.4828,-0.3846,-0.35056,-0.35994,-0.3731,-0.36315,-0.31213,-0.28919,-0.31644,-0.33083,-0.28731,-0.22677,-0.21088,-0.03455,0.24706,0.57519,0.45794,0.11546,0.0069029,-0.16881,-0.42601,-0.7549,-0.68716,-0.40196,-0.32632,-0.30084,-0.28728,-0.38332,-0.61441,-0.66047,-0.64432,-0.73949,-0.85451,-0.75983,-0.59121,-0.63983,-0.63492,-0.47059,-0.35214,-0.34058,-0.26763,-0.16075,-0.17226,-0.26167,-0.27925,-0.27514,-0.18038,0.018477,0.01709,0.0087165,-0.0077482
1,0.0017273,0.80346,1.6625,2.4247,3.0928,3.4827,3.0647,2.0873,0.75779,-0.21047,-0.35865,0.8965,1.757,1.7249,1.7021,1.7012,1.2001,-0.38064,-1.126,-0.77362,-0.025018,0.81389,1.2807,0.88307,-0.64311,-1.4993,-1.4616,-1.0195,-0.54229,0.30076,1.7558,2.3785,1.9225,0.75034,-0.079507,-0.20328,0.3215,0.88054,0.95421,1.0747,1.019,0.56117,-0.059037,-0.30569,0.64664,1.1838,0.78593,0.11784,-0.35323,-0.22046,-0.023903,0.37256,1.0436,1.5332,1.6968,1.3739,0.22763,-0.97222,-1.2243,-0.8151,-0.57707,-0.83115,-0.82945,-0.58827,-0.75268,-0.97435,-0.93673,-0.7621,-0.72968,-0.73334,-0.70117,-0.74532,-0.78834,-0.69318,-0.67368,-0.90386,-1.004,-0.88163,-0.68233,-0.5295,-0.45155,-0.24433,-0.34377,-0.55377,-0.66487,-0.82674,-0.81027,-0.75172,-0.50949,-0.30392,-0.33992,-0.3434,-0.30425,-0.15002,0.049675,0.3089,0.42502,0.3625,0.24472,0.055159,-0.15186,-0.42185,-0.55372,-0.53058,-0.51333,-0.50214,-0.47845,-0.47721,-0.50362,-0.70067,-0.80661,-0.65389,-0.81014,-1.0454,-1.0829,-0.86082,-0.72047,-0.8783,-0.76345,-0.55525,-0.48916,-0.47308,-0.46308,-0.42822,-0.40208,-0.34478,-0.30846,-0.33466,-0.37904,-0.41405,-0.42389
1,0.10392,0.84779,1.7468,2.6093,3.2354,3.3932,2.6994,1.4626,0.33618,0.11181,0.61963,1.3767,1.5067,1.621,1.774,1.1423,0.024873,-0.86128,-0.64011,-0.22047,0.11545,0.49088,0.76143,0.15979,-0.94792,-1.4547,-1.125,-0.42159,-0.13371,0.76403,1.9309,2.3368,1.6141,0.42583,-0.0013698,0.063959,0.4379,0.48956,0.4167,0.40307,0.2532,-0.40471,-1.1723,-0.8181,-0.053678,-0.45714,-1.2174,-1.3194,-0.62268,-0.18943,-0.069728,1.0167,1.9894,2.2251,1.8958,1.1721,0.42808,-0.090934,-0.21544,-0.064385,-0.2339,-0.36143,-0.29615,-0.411,-0.63346,-0.64261,-0.5744,-0.79307,-1.1131,-0.96294,-0.94198,-1.4166,-1.7203,-1.4001,-1.2826,-1.6096,-1.5414,-0.90763,-0.38978,-0.34778,-0.16104,-0.14721,-0.27686,-0.43004,-0.55758,-0.52714,-0.44118,-0.18584,0.02545,0.02826,0.021436,0.016991,-0.010776,0.036999,0.19884,0.40973,0.60168,0.69834,0.7387,0.65674,0.37634,0.067083,-0.15674,-0.34353,-0.54113,-0.65115,-0.57531,-0.50101,-0.8326,-1.1173,-0.98613,-0.75015,-1.0069,-1.2712,-0.99805,-0.69737,-0.80006,-1.0235,-0.79665,-0.45654,-0.32567,-0.29413,-0.18776,-0.059209,0.0012419,-0.053156,-0.1004,-0.10182,-0.12272,-0.14444,-0.1665
1,0.36572,0.72055,1.0035,1.1342,1.0216,0.70323,-0.32312,-0.097099,0.97944,2.3113,2.5182,2.2805,2.3265,1.7293,0.48554,-0.79902,-0.61881,0.26506,1.1981,1.6006,1.0089,-0.51351,-1.6107,-1.2571,-0.60584,0.47099,1.6816,3.1474,3.7285,2.6269,1.2236,0.079586,-0.041518,-0.12143,-0.22028,0.074155,0.21773,-0.42187,-1.2518,-1.0194,-0.024399,0.19622,0.068424,0.30982,0.48792,0.32393,-0.17177,0.53984,1.2954,0.77609,-0.043701,-0.502,-0.78182,-2.0874,-3.0972,-2.389,-1.4847,-1.2535,-1.1437,-0.63922,-0.30632,-0.42335,-0.44908,-0.33401,-0.40868,-0.45575,-0.41668,-0.55252,-0.7296,-0.68833,-0.82583,-1.2718,-1.4551,-1.0873,-0.86679,-0.85174,-0.59822,-0.13267,0.015278,-0.25017,-0.15381,0.058466,0.24093,0.3851,0.44576,0.4765,0.30611,0.039938,-0.17282,-0.2915,-0.31508,-0.30416,-0.32385,-0.29965,-0.18721,-0.15092,-0.13547,-0.1208,-0.086682,-0.10923,-0.22442,-0.27462,-0.28544,-0.32445,-0.40561,-0.38042,-0.45701,-0.67475,-0.77341,-0.7381,-0.62811,-0.60916,-0.50428,-0.24884,-0.13812,-0.19518,-0.2769,-0.31469,-0.37813,-0.45074,-0.43799,-0.27379,-0.12276,0.016171,0.24056,0.45617,0.77237,1.2066,1.104,0.95698,0.77055
1,0.020616,0.34274,0.3948,0.28549,-0.030065,-0.15445,-0.2884,0.84137,2.26,2.7542,2.8219,2.4484,1.9689,0.57931,-0.51037,-0.29377,0.54736,2.0681,2.5164,1.3569,-0.80488,-1.9199,-1.1289,-0.55406,0.33738,1.7209,3.4521,3.8358,2.3338,0.79037,-0.18699,0.21699,0.80212,0.55559,0.41606,0.41978,-0.05194,-1.0875,-1.448,-0.38965,0.42589,0.071976,-0.1126,0.059382,0.031933,-0.20664,-0.30403,0.59371,1.526,1.6716,1.3814,0.92753,0.45819,-0.27294,-0.81352,-0.6292,-0.42479,-0.72777,-0.88425,-0.74664,-0.88457,-1.2365,-1.2583,-1.0289,-1.1097,-1.2288,-1.0576,-0.97231,-1.1087,-1.0291,-0.85698,-0.97535,-1.0349,-0.7937,-0.54236,-0.41882,-0.32507,-0.119,-0.12365,-0.28364,-0.35476,-0.29718,-0.084139,0.14278,0.2847,0.34655,0.25508,0.037259,-0.22361,-0.42596,-0.57177,-0.76759,-0.79762,-0.62118,-0.33841,-0.14591,-0.055849,0.055686,0.026504,-0.12896,-0.34985,-0.53191,-0.629,-0.66171,-0.60809,-0.58854,-0.6838,-0.73846,-0.67974,-0.61847,-0.63408,-0.62628,-0.60805,-0.69338,-0.58747,-0.26524,0.11049,0.28677,0.28156,0.3717,0.25251,-0.059053,-0.43499,-0.64789,-0.50446,-0.27867,-0.042097,0.22662,0.25575,0.28497,0.18968
1,0.058492,0.22135,0.12458,-0.068071,-0.20709,-0.02621,0.10161,1.2692,3.1846,4.4316,4.6075,4.3122,3.484,2.1475,0.35665,-0.6004,-0.4611,-0.06662,0.59305,1.1973,1.4057,0.9217,-0.11486,-0.76207,-0.93889,-0.88524,-0.46407,0.21478,1.1197,1.4123,0.91896,0.21262,-0.29102,-0.084561,0.54656,0.91466,0.99922,1.0132,0.8783,0.34869,-0.38401,-0.61898,-0.13037,0.24322,0.098536,0.013649,0.049647,0.038413,-0.25318,-0.50546,-0.033376,0.75685,1.1392,1.0441,0.85413,0.75238,0.40257,-0.28377,-0.65965,-0.59507,-0.50441,-0.43676,-0.39898,-0.3725,-0.35839,-0.38284,-0.4356,-0.48186,-0.50614,-0.50664,-0.49374,-0.48222,-0.48096,-0.48136,-0.49015,-0.50383,-0.5162,-0.52315,-0.51889,-0.55779,-0.57182,-0.5472,-0.59569,-0.6855,-0.6728,-0.71968,-0.80035,-0.83253,-0.94813,-0.97744,-0.9534,-0.79925,-0.63974,-0.5719,-0.36577,-0.20476,-0.18222,-0.1415,0.0038499,0.083047,0.011779,-0.20544,-0.40679,-0.49775,-0.64905,-0.7344,-0.70052,-0.53453,-0.39801,-0.41627,-0.48161,-0.54642,-0.55378,-0.52003,-0.4844,-0.46751,-0.41495,-0.34572,-0.3016,-0.19081,-0.063624,-0.070873,-0.20545,-0.30017,-0.34161,-0.50153,-0.67474,-0.6843,-0.59701,-0.56106,-0.56105
1,-0.55758,-0.61578,-0.33401,0.12698,0.74268,1.4825,2.4473,3.0569,3.1831,2.7451,1.7107,0.39201,-0.35003,0.26427,1.2757,2.2357,2.7437,3.1139,2.971,1.7913,0.3907,-0.56492,-0.63446,-0.36206,-0.067945,0.032978,0.613,0.72858,0.036402,-0.90362,-1.1341,-0.69091,-0.67792,-0.26016,0.57166,1.2183,0.94058,0.18118,0.038298,0.3617,0.93293,1.133,1.2786,1.3248,0.84548,-0.41461,-1.5736,-1.0846,-0.82095,-2.088,-2.5675,-2.1917,-1.5102,-1.6871,-1.7595,0.050669,0.94726,1.0446,0.72841,0.42016,0.51077,0.13948,-0.27126,-0.33873,-0.17261,-0.10248,-0.0801,-0.062479,-0.17539,-0.26068,-0.36333,-0.44656,-0.5295,-0.53384,-0.42623,-0.32832,-0.28668,-0.26665,-0.21439,-0.3067,-0.3867,-0.4338,-0.48215,-0.45018,-0.45446,-0.35897,-0.28135,-0.28964,-0.2451,-0.30076,-0.38455,-0.38366,-0.41299,-0.51885,-0.5459,-0.45502,-0.34108,-0.34082,-0.29701,-0.17645,-0.18341,-0.22174,-0.23699,-0.04541,0.10959,0.030338,-0.23999,-0.40953,-0.37033,-0.45389,-0.67362,-0.72631,-0.47291,-0.33087,-0.49587,-0.62881,-0.53466,-0.38516,-0.37948,-0.35352,-0.23739,-0.22448,-0.23525,-0.19309,-0.14545,-0.13805,-0.1592,-0.15815,-0.17954,-0.24098,-0.28158
